"id","name","level","code","admin_area_1","admin_area_2","admin_area_3"
"KMWrMZrlO5u","Magarini Sub County",3,"KE_SubCounty_3041","Kenya","Kilifi County","Magarini Sub County"
"wwROy3Qkwin","Makadara Sub County",3,"KE_SubCounty_3142","Kenya","Nairobi County","Makadara Sub County"
"BoDytkJQ4Qi","Makueni County",2,"KE_County_17","Kenya","Makueni County",NA
"AIGIQpolMRn","Makueni Sub County",3,"KE_SubCounty_3082","Kenya","Makueni County","Makueni Sub County"
"ES1CWa4AJmJ","Malava Sub County",3,"KE_SubCounty_3020","Kenya","Kakamega County","Malava Sub County"
"lGg3wEy784X","Malindi Sub County",3,"KE_SubCounty_3042","Kenya","Kilifi County","Malindi Sub County"
"R6f9znhg37c","Mandera County",2,"KE_County_9","Kenya","Mandera County",NA
"fGr9rRvaovO","Mandera East Sub County",3,"KE_SubCounty_3101","Kenya","Mandera County","Mandera East Sub County"
"jrm0uyLXnC1","Mandera North Sub County",3,"KE_SubCounty_3103","Kenya","Mandera County","Mandera North Sub County"
"qyhVIMG2rUw","Mandera South Sub County",3,"KE_SubCounty_3102","Kenya","Mandera County","Mandera South Sub County"
"H5RvDZkoDJL","Mandera West Sub County",3,"KE_SubCounty_3105","Kenya","Mandera County","Mandera West Sub County"
"f3AcdRzgTwz","Manga Sub County",3,"KE_SubCounty_3183","Kenya","Nyamira County","Manga Sub County"
"EZraJgLdRLX","Marakwet East Sub County",3,"KE_SubCounty_2982","Kenya","Elgeyo Marakwet County","Marakwet East Sub County"
"fNCuk4Lpsnh","Marakwet West Sub County",3,"KE_SubCounty_2983","Kenya","Elgeyo Marakwet County","Marakwet West Sub County"
"dSLnPmNlm8Q","Marigat Sub County",3,"KE_SubCounty_2955","Kenya","Baringo County","Marigat Sub County"
"Eey8fT4Im3y","Marsabit County",2,"KE_County_10","Kenya","Marsabit County",NA
"Qn5Fff2lIDz","Masaba North Sub County",3,"KE_SubCounty_3182","Kenya","Nyamira County","Masaba North Sub County"
"hpcb7MYi6nc","Masinga Sub County",3,"KE_SubCounty_3098","Kenya","Machakos County","Masinga Sub County"
"tvkI2HSIRW9","Matayos Sub County",3,"KE_SubCounty_2976","Kenya","Busia County","Matayos Sub County"
"gh2kzpOFCeF","Mathare Sub County",3,"KE_SubCounty_3139","Kenya","Nairobi County","Mathare Sub County"
"u7Gkh63FYe4","Mathioya Sub County",3,"KE_SubCounty_3138","Kenya","Muranga County","Mathioya Sub County"
"vznKK4IegIL","Mathira East Sub County",3,"KE_SubCounty_3192","Kenya","Nyeri County","Mathira East Sub County"
"msIc1uFAY6B","Mathira West Sub County",3,"KE_SubCounty_3193","Kenya","Nyeri County","Mathira West Sub County"
"wUNEDOnx9uB","Matuga Sub County",3,"KE_SubCounty_3078","Kenya","Kwale County","Matuga Sub County"
"GnixPSqaV6D","Matungulu Sub County",3,"KE_SubCounty_3095","Kenya","Machakos County","Matungulu Sub County"
"ssbO49f0iLN","Matungu Sub County",3,"KE_SubCounty_3015","Kenya","Kakamega County","Matungu Sub County"
"eYBXetGx8xF","Mbeere North Sub County",3,"KE_SubCounty_2984","Kenya","Embu County","Mbeere North Sub County"
"AvnM6jKoocs","Mbeere South Sub County",3,"KE_SubCounty_2985","Kenya","Embu County","Mbeere South Sub County"
"jxjGWCdfsib","Mbooni Sub County",3,"KE_SubCounty_3084","Kenya","Makueni County","Mbooni Sub County"
"NrGORu301bx","Merti Sub County",3,"KE_SubCounty_3005","Kenya","Isiolo County","Merti Sub County"
"Y52XNJ50hYb","Meru County",2,"KE_County_12","Kenya","Meru County",NA
"fVra3Pwta0Q","Migori County",2,"KE_County_44","Kenya","Migori County",NA
"k5sxmlXAtIg","Mogotio Sub County",3,"KE_SubCounty_2954","Kenya","Baringo County","Mogotio Sub County"
"q8R0FA1hxnP","Moiben Sub County",3,"KE_SubCounty_3230","Kenya","Uasin Gishu County","Moiben Sub County"
"RJ4LGJiSHFg","Molo Sub County",3,"KE_SubCounty_3166","Kenya","Nakuru County","Molo Sub County"
"wsBsC6gjHvn","Mombasa County",2,"KE_County_1","Kenya","Mombasa County",NA
"Xtb7tbJpk9p","Mosop Sub County",3,"KE_SubCounty_3167","Kenya","Nandi County","Mosop Sub County"
"sZjPgbWI5ra","Moyale Sub County",3,"KE_SubCounty_3109","Kenya","Marsabit County","Moyale Sub County"
"ADMywdLwoRX","Msambweni Sub County",3,"KE_SubCounty_3080","Kenya","Kwale County","Msambweni Sub County"
"ZCYATXdLsL1","Mt Elgon Sub County",3,"KE_SubCounty_2972","Kenya","Bungoma County","Mt Elgon Sub County"
"NmbwkQ5r5cB","Muhoroni Sub County",3,"KE_SubCounty_3063","Kenya","Kisumu County","Muhoroni Sub County"
"zT8Zj5vNYCy","Mukurweini Sub County",3,"KE_SubCounty_3190","Kenya","Nyeri County","Mukurweini Sub County"
"FBteTV1eqB6","Mumias East Sub County",3,"KE_SubCounty_3016","Kenya","Kakamega County","Mumias East Sub County"
"uRl5fBkhpcE","Mumias West Sub County",3,"KE_SubCounty_3017","Kenya","Kakamega County","Mumias West Sub County"
