"facility_id","admin_area_1","admin_area_2","admin_area_3"
"FKhAJhXjzhx","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"fKLCgQosQCh","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"fklDIbnXvDq","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"FklZnyAweeh","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"FkOaM6plmz0","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"fKZgpZN6GBl","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"FL4dyWRrQnO","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Northern District"
"Flp3vCTgDrH","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"FLsRTYO8EVq","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"fLWLLyv4Y5o","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mount Darwin District"
"fmgu6etdyLq","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"FMk7IO1DbCQ","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Sanyati District"
"fmMgkv25D5z","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Sanyati District"
"fMobiVP4T70","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"fN5Q0AZoXdy","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"fngPvM0fNNI","Zimbabwe Ministry of Health","ma Manicaland Province","ma Nyanga District"
"fNORHKgBfTQ","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"fnTUcLvSFv6","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"FoKha8nOvaf","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mount Darwin District"
"FOLMj0wPdOM","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Bulawayo Central Hospitals"
"fPwpm2DxjXC","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"fqKerAPQHlY","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mutoko District"
"FqmwZK7FDnu","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Guruve District"
"Fqot38CR6vT","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Bubi District"
"FqtCDeFcuH7","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"FQUAPwfgFog","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"fQUGtsR81lp","Zimbabwe Ministry of Health","me Mashonaland East Province","me Marondera District"
"fqzU9gJin39","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"fR4mhVZbBWT","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"FREBt0DBqqw","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"frJdoJUferH","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"fRsvqX30akL","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"FRWyzsAtH9s","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"fS3cTGFoLZ0","Zimbabwe Ministry of Health","me Mashonaland East Province","me Hwedza District"
"fSftF8peHoD","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Zvimba District"
"fSmMezXYT0V","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Nkayi District"
"fTtp6NjSMw4","Zimbabwe Ministry of Health","mv Masvingo Province","mv Mwenezi District"
"FU7AXdidV0z","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"FU8Z93y9IuS","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Eastern District"
"fuHLYlO0nIe","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"fUUzoo2TLS9","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mudzi District"
"FvfmaBnvRKX","Zimbabwe Ministry of Health","ma Manicaland Province","ma Nyanga District"
"FvzDz7j6bk3","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Umguza District"
"fwV4STmkiq2","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Shamva District"
"FXBtKfW0tq5","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Chitungwiza District"
"fxFr4twqaIm","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Mhondoro District"
"fY1Kk7cibKx","Zimbabwe Ministry of Health","mv Masvingo Province","mv Mwenezi District"
"fy4iRoRcrth","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"Fy7dmIVnLrw","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"FYwRJcKqz7u","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"fYXmY87UqtV","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"FZH7EITOBvB","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Insiza District"
"fZMGHa9Jv59","Zimbabwe Ministry of Health","mi Midlands Province","mi Zvishavane District"
"fZoVqfNG9Dg","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Chitungwiza District"
"Fzq9mTt0mwd","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"fzX4nYbF8u2","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"g0Ai6GvQkQE","Zimbabwe Ministry of Health","mv Masvingo Province","mv Zaka District"
"G0MXzTnIXhD","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chivi District"
"g1tsyQTba7j","Zimbabwe Ministry of Health","me Mashonaland East Province","me Marondera District"
"g24yFqYA5xs","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"g29TEy9yTIW","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Nkayi District"
"g2h0AGCGHG4","Zimbabwe Ministry of Health","mv Masvingo Province","mv Bikita District"
"G3ZYErhtakQ","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"G57fVB65L2O","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Sanyati District"
"g62Dpo22HZV","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"G679ypcHye5","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"g6ay6w7LekM","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"G6bGAnRpVN3","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"g6vwmXRTKtu","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"g6ZZTzRxuno","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"g7N2eJFfISB","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Sanyati District"
"G9IafWJuShQ","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"Ga3NJQeP0dr","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"ga4R0LVpMQZ","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mudzi District"
"GAD9gVWs9cr","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Bubi District"
"GAfmXZsidnX","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"Gahvlupt3c8","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"gakuJ6lNIT0","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mutoko District"
"gamr40uJNI4","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"GBsKRjq9zHR","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Gwanda District"
"Gc1X3NYyk9O","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"GCyRcR8dYEc","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"GD8EL0CSQSn","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Mhondoro District"
"GdGSOpNzCUE","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"GdL5a5OSZ15","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Western District"
"GdlWakJtoRZ","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Sanyati District"
"GDqFwDpZc0S","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutasa District"
"gdr27YOXPty","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"gdtgs1UOaiq","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"GehBPE0FzB1","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Harare Central Hospitals"
"geW8p2ssd3n","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Mhondoro District"
"Gf1PjKzXBp0","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Gwanda District"
"GG5fmAKKfw4","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Sanyati District"
"ggbM4q0E7FM","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Mhondoro District"
"gGHjg0ZF3Rr","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"gGPnnqPAjz5","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Harare Central Hospitals"
"GGQhftNDqxV","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutasa District"
"GI0IFNWXS8a","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mount Darwin District"
"GICpKH9qAO3","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"gIKW0lmqvaz","Zimbabwe Ministry of Health","mi Midlands Province","mi Chirumhanzu District"
"giUlAqwyIdB","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"GiVFEv4yPaN","Zimbabwe Ministry of Health","me Mashonaland East Province","me Murewa District"
"GizKpNlSNv0","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Western District"
"GjDGcgpIgjx","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Eastern District"
"gjJpDJGG8bE","Zimbabwe Ministry of Health","mv Masvingo Province","mv Bikita District"
"GJpUvLLUGTt","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"GJZjvxYCw20","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Insiza District"
"gK3sVlNKoXa","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Northern District"
"GKtPGyT5u0Z","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Shamva District"
"gKWp4szQSMa","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Ruwa"
"GlampS7ZKwE","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"GLitgBlY1o4","Zimbabwe Ministry of Health","me Mashonaland East Province","me Goromonzi District"
"GllfEqmEhOT","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutasa District"
"GLqagpqiJ55","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Western District"
"glToTsmBSNs","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"GlxURpUrNmh","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"GM03mm6duRI","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Beitbridge District"
"gmLfAfr1YLt","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Nkayi District"
"GmVXlJ4SYAZ","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"gn52LwHeWA6","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Mhondoro District"
"gn5KxqkLgTm","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Guruve District"
"GN8ay9yoERu","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Epworth"
"gNblGYqP5W6","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"gnCAtjVM4jt","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"gNDwbtp5I75","Zimbabwe Ministry of Health","ma Manicaland Province","ma Nyanga District"
"gNLShJ0wMmH","Zimbabwe Ministry of Health","mv Masvingo Province","mv Bikita District"
"GNqi1hvwapu","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Beitbridge District"
"GnrA0A7yXp9","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"gNWQSySRPUt","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"goEe1IufApa","Zimbabwe Ministry of Health","mv Masvingo Province","mv Zaka District"
"GP1o1ImE8kr","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"GP77AVs6oLi","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Bubi District"
"gqcU7kuBg9L","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chivi District"
"gqopHUVukuS","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Guruve District"
"GqPQnWLbBPs","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Western District"
"gro8cEQCXu8","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Mhondoro District"
"GRyNGyhYYmi","Zimbabwe Ministry of Health","me Mashonaland East Province","me Murewa District"
"GS1T53HSfL7","Zimbabwe Ministry of Health","ma Manicaland Province","ma Nyanga District"
"GScNFtBXxLn","Zimbabwe Ministry of Health","me Mashonaland East Province","me Uzumba Maramba Pfungwe District"
"GSO7OZtivM0","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"gsTGlHB8gmo","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"gtblxzSFme3","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chimanimani District"
"gTTmyNtv6lv","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"GtuPUhZTkij","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chimanimani District"
"Gu1JjY6Edv0","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"gUdA7QGrKyj","Zimbabwe Ministry of Health","mv Masvingo Province","mv Mwenezi District"
"GvVoQrSmWnX","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mount Darwin District"
"gVxFHNoVz6h","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"GW1YBnEe07G","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"gWE3zAl8pbe","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Mhondoro District"
"gwWyz9Yf0k4","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"Gx9mi4IpwDI","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"gXa5h93RKFt","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Western District"
"GxXp62pvGkn","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Sanyati District"
"GYbuNzdwdUb","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Guruve District"
"GYopL5qAdJe","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"gZDrLl5gKNO","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Guruve District"
"h0HY9qChF4k","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"h19bKSYBhsC","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"H2meFOjYe4f","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Eastern District"
"H2nBLDGbyPZ","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chimanimani District"
"h2xWiMJwiP7","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"h3ztKqxkADj","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Northern District"
"h6WcQ915OrH","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Bulilima District"
"H6XDX82MnK3","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"H7pfKUKYqHv","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Tsholotsho District"
"H8cEwsCKC4t","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chimanimani District"
"h97LatcIGNJ","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Northern District"
"ha0NrUILCzR","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"HbCkQDFnwXR","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"hBwIFLlxaSV","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Umguza District"
"HClC4EoiIq1","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"HCrlcfVKtZ4","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chivi District"
"HCyr5UacnTx","Zimbabwe Ministry of Health","mi Midlands Province","mi Zvishavane District"
"hepfH5D55U3","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Western District"
"HEQkqQU6dxa","Zimbabwe Ministry of Health","me Mashonaland East Province","me Marondera District"
"HeWQbrIwIds","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"Hfb02zpvLcI","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"HfJyaWoad2t","Zimbabwe Ministry of Health","mv Masvingo Province","mv Mwenezi District"
"hfkMdRTZsja","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"hFsFIHIWHFZ","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"HGM7Vo4TgjE","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chimanimani District"
"HGrsdZnGVLx","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Insiza District"
"HgTsVb46oGb","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Matobo District"
"HGx2Xw00U3Z","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Guruve District"
"Hgy0mKJsd6k","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"Hh829PZcxK8","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"HHeHDfrf9G9","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"hHheqUpfla0","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Binga District"
"HhzffjLebQk","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"hIpqe9yIQyn","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"hjenkO6mgnT","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Western District"
"HJEvBCmpR3C","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"hJI1t61vx9V","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mbire District"
"Hjp6i1f3zdZ","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Northern District"
"Hk3MEywVXHw","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Harare Central Hospitals"
"hKl4NCF7eRF","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"hKxWjgl46bK","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"hLt1vxPMtLl","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"HLt8VqgQSH4","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mutoko District"
"hmeOFfHyDyq","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Bulilima District"
"hmLr5OJqWd6","Zimbabwe Ministry of Health","mv Masvingo Province","mv Gutu District"
"hMpPoeUAoI2","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"HnAuuDfRMNr","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Chitungwiza District"
"HnfbuFOJS6n","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Zvimba District"
"HnmD3aN1Aji","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Tsholotsho District"
"hNoV44tWsEW","Zimbabwe Ministry of Health","ma Manicaland Province","ma Buhera District"
"HNUnbxZ5OUy","Zimbabwe Ministry of Health","mv Masvingo Province","mv Mwenezi District"
"hqMzUGRF0Vl","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"HrCYQmO3SNa","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"hrel5Tx9pKa","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Eastern District"
"HSKwN9sUvmt","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"hSYoXS16XPR","Zimbabwe Ministry of Health","ma Manicaland Province","ma Buhera District"
"HTBlKWC3ivP","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"htbuOoM3R8U","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"hTJEuXn462c","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"HumcblmYQdJ","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"HUOuqNzR6Aq","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"HveAeV6CvrV","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"HvEGvesS9qA","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"hViAESqgrVk","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"HVtlH7H8abS","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mbire District"
"HW0eTeLlega","Zimbabwe Ministry of Health","ma Manicaland Province","ma Nyanga District"
"hWbSV3iEQ4S","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"HWEKcq4FVGQ","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"HwIT3aIsuTN","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"HWM12v0UAX6","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"hWY5bWPfKN9","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutasa District"
"hX6rd1u0c3e","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutasa District"
"HXHPwUjXD8A","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Binga District"
"hXpefkkW4IR","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"Hy6RBomlmfl","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Lupane District"
"HYbpBJ0DCpZ","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"hyeZYVzPpLf","Zimbabwe Ministry of Health","mv Masvingo Province","mv Gutu District"
"HyfZLnkED5k","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"hYRXKuetQiF","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"hYY8iQw9VjP","Zimbabwe Ministry of Health","ma Manicaland Province","ma Nyanga District"
"hz6M0qg1e2n","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"Hz6oxH5mkwS","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"HzcOyZziJct","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"HZJ8sepNyEZ","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"hzPUNLSAcny","Zimbabwe Ministry of Health","me Mashonaland East Province","me Murewa District"
"HzsCdzycH81","Zimbabwe Ministry of Health","me Mashonaland East Province","me Seke District"
"i00Kdp8cKwl","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"i1OgeQDkwvW","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"i1svOb8EvPf","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"i1XUWpnIRQx","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"i5U4HLhya8L","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"i6teuuckzzW","Zimbabwe Ministry of Health","me Mashonaland East Province","me Hwedza District"
"i7f92RTlyom","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"i7kUNSMazUq","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Mangwe District"
"i7YmuHP7QkH","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"i955VY3NXvb","Zimbabwe Ministry of Health","ma Manicaland Province","ma Nyanga District"
"i9MkUcK2ICF","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"I9r7N3wptXc","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mount Darwin District"
"i9ye3IKSAQG","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"IabESlXF7n4","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"iaZsjjzPVZ0","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"IbfTUlnnPd2","Zimbabwe Ministry of Health","mv Masvingo Province","mv Gutu District"
"iBMG5CCmiSY","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Umzingwane District"
"ibnZnbDrE09","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mutoko District"
"ibYWPAMeCBw","Zimbabwe Ministry of Health","mi Midlands Province","mi Chirumhanzu District"
"icHSTSJ1PwX","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Nkayi District"
"icJVWJT4Kor","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Bulilima District"
"IDbYdjwj14C","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"IEJ0WsPBshR","Zimbabwe Ministry of Health","mv Masvingo Province","mv Bikita District"
"Igde8AEz22R","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mount Darwin District"
"iGL5yAjdHAC","Zimbabwe Ministry of Health","ma Manicaland Province","ma Nyanga District"
"igoWuGaddpK","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"IgWXO6O9cwM","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"IH6BF90iN6D","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Mangwe District"
"IIABLkS1ldc","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"IihNPoKOuZq","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Tsholotsho District"
"IIth6fUG1GG","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"Ij65wjZHAiz","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Gwanda District"
"iJ9xDoWkyX5","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Harare Central Hospitals"
"Ik5InRokRhv","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"IKCXW2cAgiU","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"IKhkPBZe9GG","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Matobo District"
"IkmlK2VvJyA","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Beitbridge District"
"IKsIiVoVIL5","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"iMVtldIWJyN","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"IODfsT3zfgs","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Binga District"
"IoXbGWfx3Tl","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Sanyati District"
"iQd94PFV48s","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Eastern District"
