"facility_id","admin_area_1","admin_area_2","admin_area_3"
"d7fOaS2UsST","Zimbabwe Ministry of Health","mv Masvingo Province","mv Mwenezi District"
"D8CMbsbjqfb","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"daBCGmAg9r8","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Sanyati District"
"DAC9AC1mXL3","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"dAkr74lJdkt","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"DauepNdGyhQ","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mutoko District"
"db63NfYNFHF","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"dba4bhqXMYE","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Centenary District"
"DbQXH7UTxW2","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"DC2oHCck0rA","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"DC7Rz9IEw9Q","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"DccfijgagVH","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"DcHuyzOs4rF","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"dctbNHhtdAb","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Shamva District"
"DD616cDYLPF","Zimbabwe Ministry of Health","mi Midlands Province","mi Zvishavane District"
"DDutlVL2ZiV","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe North District"
"dEh02PW4U5J","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Rushinga District"
"DeHxwlOXE75","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Tsholotsho District"
"dekCnTKC0br","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Bulilima District"
"dEmeaiM4uFH","Zimbabwe Ministry of Health","me Mashonaland East Province","me Goromonzi District"
"Df1lhVC5XBJ","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"dF1v2SOuvg2","Zimbabwe Ministry of Health","mv Masvingo Province","mv Mwenezi District"
"dfpYezH6cH6","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Zvimba District"
"DFYIXQC5gIh","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"Dg5vxiXKIla","Zimbabwe Ministry of Health","me Mashonaland East Province","me Seke District"
"DgIsJlyh7ei","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"Dh0nRziYm59","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutasa District"
"dh8SkIE24ec","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"DHEcl0aTZ6O","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"dHGtDD8zP0n","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"dhH6KRKUf1c","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Northern District"
"dhiLrn2OMIj","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Gwanda District"
"DhKzAnRliZz","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Bubi District"
"DHndw86nmAn","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"DhtKa8pbQom","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Western District"
"DHX4QPFYNf1","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Umguza District"
"diiPipbRrcQ","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"dinMl4eP4Nu","Zimbabwe Ministry of Health","me Mashonaland East Province","me Seke District"
"dizbbt1c58H","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Sanyati District"
"dj3yixBALQD","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"DjzMz2Vsf8z","Zimbabwe Ministry of Health","mv Masvingo Province","mv Bikita District"
"dk3jiq2dHYj","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"DKPcDr74KRI","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Lupane District"
"DKq7C6J9P60","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Sanyati District"
"Dl6P9CJ50BK","Zimbabwe Ministry of Health","ma Manicaland Province","ma Nyanga District"
"DL9A4lDtWrG","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Rushinga District"
"DlgvXgwJqJ7","Zimbabwe Ministry of Health","me Mashonaland East Province","me Uzumba Maramba Pfungwe District"
"Dlm5vVPH4xZ","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"dlqwJ6OKw9r","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Binga District"
"dlvLQ9cbCAJ","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"dm7vkSdHsAz","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Centenary District"
"dMek5b21Mr7","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mudzi District"
"dn1dB5luQwj","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"dN798pKVXGg","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Western District"
"Dn8LxB4ddA4","Zimbabwe Ministry of Health","me Mashonaland East Province","me Uzumba Maramba Pfungwe District"
"dNu7gRSOYDL","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"dnyF1KLtmrO","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Tsholotsho District"
"DOhScLRYKX2","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Kariba District"
"DOlQq1GB4v8","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Rushinga District"
"DpG4P0JZL0I","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"dPK4rB0KqA7","Zimbabwe Ministry of Health","ma Manicaland Province","ma Buhera District"
"dQIw6MRSIeW","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Northern District"
"dQlG18anLKE","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Guruve District"
"dqnszlzlRfu","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"dQUAeiEDFpr","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chimanimani District"
"dr94rzbEjNI","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chivi District"
"DROeVoEXVYs","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Mangwe District"
"drzZ7nrqQuF","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"DSg8HlmZ9uq","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"dSmOsBpEdS0","Zimbabwe Ministry of Health","mv Masvingo Province","mv Mwenezi District"
"dsqZiQwL964","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Bubi District"
"DSvF8ieWkoe","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"dtbRhEVyrat","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Gwanda District"
"DTEru2o5vj7","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"dthDF4C3Sm3","Zimbabwe Ministry of Health","me Mashonaland East Province","me Uzumba Maramba Pfungwe District"
"dtvjiz5g22E","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"dtyRypbIahM","Zimbabwe Ministry of Health","mv Masvingo Province","mv Mwenezi District"
"Du7biKhp1Ss","Zimbabwe Ministry of Health","mv Masvingo Province","mv Mwenezi District"
"dudLclDI9eN","Zimbabwe Ministry of Health","ma Manicaland Province","ma Buhera District"
"DvigEFxkVl1","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mudzi District"
"DvW4fK9utJL","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"dW1nZB3QRuP","Zimbabwe Ministry of Health","mv Masvingo Province","mv Bikita District"
"DwAlIVIbmIU","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"dxJvAPw0cIF","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Nkayi District"
"DxYCdFYiA2M","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"DZPVGzfLY1Y","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mudzi District"
"E0AFzQNcapu","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"e0HsqWVYyVq","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Umguza District"
"e0lHF7b1MU7","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"e1IkMDxL8fe","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"E1lUjnhgNHO","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"E20saWNnwOT","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"e2w3gIVleBH","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Shamva District"
"E3H6wlL5tV2","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutasa District"
"e4uQ0NpQoba","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"E54XNunYxiM","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"e57sMnkil4B","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"E7AXNPjenwo","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"E7z7msrh2Ti","Zimbabwe Ministry of Health","mi Midlands Province","mi Chirumhanzu District"
"E8dojUKQw6k","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Guruve District"
"E8EI6XrQSsn","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Beitbridge District"
"E8YETQLa2jF","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"e95WT3Di3Ae","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mudzi District"
"e9VM80nHbQh","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"eA27CMD9GCW","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"eA9SVqmE5dM","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"eAeYJMOHja5","Zimbabwe Ministry of Health","mv Masvingo Province","mv Gutu District"
"eANtdLc9zeW","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mudzi District"
"eAYZLHIldwM","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Mhondoro District"
"EBfmC3oJ5sM","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Kariba District"
"ECxIUwSg9Ep","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Lupane District"
"EDClzGRGLtD","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mbire District"
"ee367Xt3fRC","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"eEfUA9ZxG6Q","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"Eej6PK0ibK9","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutasa District"
"eelkwjILUSv","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"eeOndYZ0Czy","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"eFmKu8tm7j9","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"eh9v7iWzf12","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"eheoVVnQWUz","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Centenary District"
"eHtpKDVWlGl","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"ehyKgyfvYrs","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Ruwa"
"EI2eBWX6AdG","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Tsholotsho District"
"EiLjfjMowWZ","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"eiOs4aU2yjI","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Shamva District"
"EJGMNgSreZS","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Zvimba District"
"ekbdtc8K62D","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"eKeQZ0FUknQ","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"EKhuNsZc6Nl","Zimbabwe Ministry of Health","mv Masvingo Province","mv Mwenezi District"
"eKlZC7K0tCE","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"EKnfAqyWdAo","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"EKzN9za0veE","Zimbabwe Ministry of Health","mi Midlands Province","mi Zvishavane District"
"elKvx3rNTFA","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"Ellfi6GeXAw","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Umguza District"
"ElsStppNsL7","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Beitbridge District"
"EmOG95qJwGF","Zimbabwe Ministry of Health","mv Masvingo Province","mv Bikita District"
"ENpqUhT1fYg","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mount Darwin District"
"EnUWwQqs6vP","Zimbabwe Ministry of Health","mv Masvingo Province","mv Zaka District"
"Eoja1UEfGWG","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"EoPAtQiKTcB","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Centenary District"
"eopLbB9IjK6","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Rushinga District"
"ePuoKDPS9RP","Zimbabwe Ministry of Health","ma Manicaland Province","ma Buhera District"
"ePZ78XLZM0A","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"epzuk3Ugv3q","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Mangwe District"
"eQC86cRs7RZ","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"EqcfpqVkoXv","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"EqD2xssNXGE","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Binga District"
"ER8MCtyWYI5","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mutoko District"
"erjaP6iGLO9","Zimbabwe Ministry of Health","me Mashonaland East Province","me Seke District"
"Esx3b4YSUPW","Zimbabwe Ministry of Health","me Mashonaland East Province","me Seke District"
"Et5Pn4qCa2h","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"eTm3CJ9XKCY","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"ETm6n9STB4U","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Binga District"
"Ett4I6kXvlz","Zimbabwe Ministry of Health","me Mashonaland East Province","me Marondera District"
"eTumkl8DSgO","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"eu1hrSICcH2","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"eUpO3WR3BKX","Zimbabwe Ministry of Health","ma Manicaland Province","ma Buhera District"
"eUv3iLHTiIN","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"EvB19FciC9r","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Eastern District"
"EW1W9dgRyOa","Zimbabwe Ministry of Health","me Mashonaland East Province","me Murewa District"
"EWIT0gjbKzw","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"EWMnY0PYBjL","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Eastern District"
"EWpTNffyi57","Zimbabwe Ministry of Health","mv Masvingo Province","mv Gutu District"
"Ex8zprmusPk","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"ExkjdxwIkft","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe North District"
"eXkxmczLT4J","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Rushinga District"
"eXlDbDvNDwz","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"EXmqXvQuGwO","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"EXQmwbJYyri","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"EzI6Ss6lDDC","Zimbabwe Ministry of Health","me Mashonaland East Province","me Goromonzi District"
"F0ea0uQpBtP","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Epworth"
"f0xKBrZmcn8","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"f1bWlztZ9hc","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"F2UQyWLITD3","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"F2zPzFu25FX","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"F3kdWqiKhDN","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"f3uDkVAncED","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Eastern District"
"F4AJYW3LDd7","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Eastern District"
"F4eVxzQUZHn","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Western District"
"f5r24bbz4bp","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"f5SWKyYXPLQ","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"f68QKUNRmhY","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"f6CgkxVhCLE","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe North District"
