"admin_area_1","admin_area_2","admin_area_3"
"République Démocratique du Congo","nk Nord Kivu Province","nk Bambo Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Beni Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Biena Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Binza Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Birambizo Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Butembo Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Goma Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Itebero Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Kalunguta Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Kamango Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Karisimbi Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Katoyi Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Katwa Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Kayna Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Kibirizi Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Kibua Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Kirotshe Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Kyondo Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Lubero Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Mabalako Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Manguredjipa Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Masereka Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Masisi Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Musienene Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Mutwanga Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Mweso Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Nyiragongo Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Oicha Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Pinga Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Rutshuru Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Rwanguba Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Vuhovi Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Walikale Zone de Santé"
"République Démocratique du Congo","nu Nord Ubangi Province","nu Abuzi Zone de Santé"
"République Démocratique du Congo","nu Nord Ubangi Province","nu Bili Zone de Santé"
"République Démocratique du Congo","nu Nord Ubangi Province","nu Bosobolo Zone de Santé"
"République Démocratique du Congo","nu Nord Ubangi Province","nu Businga Zone de Santé"
"République Démocratique du Congo","nu Nord Ubangi Province","nu Gbadolite Zone de Santé"
"République Démocratique du Congo","nu Nord Ubangi Province","nu Karawa Zone de Santé"
"République Démocratique du Congo","nu Nord Ubangi Province","nu Loko Zone de Santé"
"République Démocratique du Congo","nu Nord Ubangi Province","nu Mobayi Mbongo Zone de Santé"
"République Démocratique du Congo","nu Nord Ubangi Province","nu Wapinda Zone de Santé"
"République Démocratique du Congo","nu Nord Ubangi Province","nu Wasolo Zone de Santé"
"République Démocratique du Congo","nu Nord Ubangi Province","nu Yakoma Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Bagira Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Bunyakiri Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Fizi Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Haut Plateau Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Ibanda Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Idjwi Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Itombwe Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Kabare Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Kadutu Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Kalehe Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Kalole Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Kalonge Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Kamituga Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Kaniola Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Katana Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Kaziba Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Kimbi Lulenge Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Kitutu Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Lemera Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Lulingu Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Minembwe Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Minova Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Miti Murhesa Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Mubumbano Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Mulungu Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Mwana Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Mwenga Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Nundu Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Nyangezi Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Nyantende Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Ruzizi Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Shabunda Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Uvira Zone de Santé"
"République Démocratique du Congo","sk Sud Kivu Province","sk Walungu Zone de Santé"
"République Démocratique du Congo","sn Sankuru Province","sn Bena Dibele Zone de Santé"
"République Démocratique du Congo","sn Sankuru Province","sn Dikungu Zone de Santé"
"République Démocratique du Congo","sn Sankuru Province","sn Djalo Ndjeka Zone de Santé"
"République Démocratique du Congo","sn Sankuru Province","sn Katako Kombe Zone de Santé"
"République Démocratique du Congo","sn Sankuru Province","sn Kole Zone de Santé"
"République Démocratique du Congo","sn Sankuru Province","sn Lodja Zone de Santé"
"République Démocratique du Congo","sn Sankuru Province","sn Lomela Zone de Santé"
"République Démocratique du Congo","sn Sankuru Province","sn Lusambo Zone de Santé"
"République Démocratique du Congo","sn Sankuru Province","sn Minga Zone de Santé"
"République Démocratique du Congo","sn Sankuru Province","sn Omendjadi Zone de Santé"
"République Démocratique du Congo","sn Sankuru Province","sn Ototo Zone de Santé"
"République Démocratique du Congo","sn Sankuru Province","sn Pania Mutombo Zone de Santé"
"République Démocratique du Congo","sn Sankuru Province","sn Tshudi Loto Zone de Santé"
"République Démocratique du Congo","sn Sankuru Province","sn Tshumbe Zone de Santé"
"République Démocratique du Congo","sn Sankuru Province","sn Vanga Kete Zone de Santé"
"République Démocratique du Congo","sn Sankuru Province","sn Wembo Nyama Zone de Santé"
"République Démocratique du Congo","su Sud Ubangi Province","su Bangabola Zone de Santé"
"République Démocratique du Congo","su Sud Ubangi Province","su Bogosenubea Zone de Santé"
"République Démocratique du Congo","su Sud Ubangi Province","su Bokonzi Zone de Santé"
"République Démocratique du Congo","su Sud Ubangi Province","su Bominenge Zone de Santé"
"République Démocratique du Congo","su Sud Ubangi Province","su Boto Zone de Santé"
"République Démocratique du Congo","su Sud Ubangi Province","su Budjala Zone de Santé"
"République Démocratique du Congo","su Sud Ubangi Province","su Bulu Zone de Santé"
"République Démocratique du Congo","su Sud Ubangi Province","su Bwamanda Zone de Santé"
"République Démocratique du Congo","su Sud Ubangi Province","su Gemena Zone de Santé"
"République Démocratique du Congo","su Sud Ubangi Province","su Kungu Zone de Santé"
"République Démocratique du Congo","su Sud Ubangi Province","su Libenge Zone de Santé"
"République Démocratique du Congo","su Sud Ubangi Province","su Mawuya Zone de Santé"
"République Démocratique du Congo","su Sud Ubangi Province","su Mbaya Zone de Santé"
"République Démocratique du Congo","su Sud Ubangi Province","su Ndage Zone de Santé"
"République Démocratique du Congo","su Sud Ubangi Province","su Tandala Zone de Santé"
"République Démocratique du Congo","su Sud Ubangi Province","su Zongo Zone de Santé"
"République Démocratique du Congo","tn Tanganyika Province","tn Ankoro Zone de Santé"
"République Démocratique du Congo","tn Tanganyika Province","tn Kabalo Zone de Santé"
"République Démocratique du Congo","tn Tanganyika Province","tn Kalemie Zone de Santé"
"République Démocratique du Congo","tn Tanganyika Province","tn Kansimba Zone de Santé"
"République Démocratique du Congo","tn Tanganyika Province","tn Kiambi Zone de Santé"
"République Démocratique du Congo","tn Tanganyika Province","tn Kongolo Zone de Santé"
"République Démocratique du Congo","tn Tanganyika Province","tn Manono Zone de Santé"
"République Démocratique du Congo","tn Tanganyika Province","tn Mbulula Zone de Santé"
"République Démocratique du Congo","tn Tanganyika Province","tn Moba Zone de Santé"
"République Démocratique du Congo","tn Tanganyika Province","tn Nyemba Zone de Santé"
"République Démocratique du Congo","tn Tanganyika Province","tn Nyunzu Zone de Santé"
"République Démocratique du Congo","tp Tshopo Province","tp Bafwagbogbo Zone de Santé"
"République Démocratique du Congo","tp Tshopo Province","tp Bafwasende Zone de Santé"
"République Démocratique du Congo","tp Tshopo Province","tp Banalia Zone de Santé"
"République Démocratique du Congo","tp Tshopo Province","tp Basali Zone de Santé"
"République Démocratique du Congo","tp Tshopo Province","tp Basoko Zone de Santé"
"République Démocratique du Congo","tp Tshopo Province","tp Bengamisa Zone de Santé"
"République Démocratique du Congo","tp Tshopo Province","tp Isangi Zone de Santé"
"République Démocratique du Congo","tp Tshopo Province","tp Kabondo Zone de Santé"
"République Démocratique du Congo","tp Tshopo Province","tp Lowa Zone de Santé"
"République Démocratique du Congo","tp Tshopo Province","tp Lubunga Zone de Santé"
"République Démocratique du Congo","tp Tshopo Province","tp Makiso Kisangani Zone de Santé"
"République Démocratique du Congo","tp Tshopo Province","tp Mangobo Zone de Santé"
"République Démocratique du Congo","tp Tshopo Province","tp Opala Zone de Santé"
"République Démocratique du Congo","tp Tshopo Province","tp Opienge Zone de Santé"
"République Démocratique du Congo","tp Tshopo Province","tp Tshopo Zone de Santé"
"République Démocratique du Congo","tp Tshopo Province","tp Ubundu Zone de Santé"
"République Démocratique du Congo","tp Tshopo Province","tp Wanierukula Zone de Santé"
"République Démocratique du Congo","tp Tshopo Province","tp Yabaondo Zone de Santé"
"République Démocratique du Congo","tp Tshopo Province","tp Yahisuli Zone de Santé"
"République Démocratique du Congo","tp Tshopo Province","tp Yahuma Zone de Santé"
"République Démocratique du Congo","tp Tshopo Province","tp Yakusu Zone de Santé"
"République Démocratique du Congo","tp Tshopo Province","tp Yaleko Zone de Santé"
"République Démocratique du Congo","tp Tshopo Province","tp Yalimbongo Zone de Santé"
"République Démocratique du Congo","tu Tshuapa Province","tu Befale Zone de Santé"
"République Démocratique du Congo","tu Tshuapa Province","tu Boende Zone de Santé"
"République Démocratique du Congo","tu Tshuapa Province","tu Bokungu Zone de Santé"
"République Démocratique du Congo","tu Tshuapa Province","tu Busanga Zone de Santé"
"République Démocratique du Congo","tu Tshuapa Province","tu Djolu Zone de Santé"
"République Démocratique du Congo","tu Tshuapa Province","tu Ikela Zone de Santé"
"République Démocratique du Congo","tu Tshuapa Province","tu Lingomo Zone de Santé"
"République Démocratique du Congo","tu Tshuapa Province","tu Mompono Zone de Santé"
"République Démocratique du Congo","tu Tshuapa Province","tu Mondombe Zone de Santé"
"République Démocratique du Congo","tu Tshuapa Province","tu Monkoto Zone de Santé"
"République Démocratique du Congo","tu Tshuapa Province","tu Wema Zone de Santé"
"République Démocratique du Congo","tu Tshuapa Province","tu Yalifafu Zone de Santé"
